8/4/2026,$1.98,Panera
8/2/2026,$9.65,Paris Baguette
8/1/2026,$7.76,Panera
7/29/2026,$9.17,Levy
7/28/2026,$13.50,Potbelly
7/28/2026,$14.63,Chipotle
7/28/2026,$3.63,Wawa
7/28/2026,$9.23,Merriweather Post Pavilion
7/27/2026,$7.50,Panera
7/26/2026,$5.98,Costco
7/25/2026,$15.34,Panera
7/24/2026,$1.30,Panera
7/23/2026,$3.63,Wawa
7/23/2026,$33.55,Taco Bamba
7/22/2026,$12.30,The Human Bean
7/22/2026,$48.95,Pupatella
7/22/2026,$20.24,Rice Culture
7/22/2026,$3.13,Starbucks
7/18/2026,$18.33,Panera
7/17/2026,$10.55,Costco
7/17/2026,$35.71,Shake Shake
7/16/2026,$3.30,Panera
7/15/2026,$4.23,Panera
7/14/2026,$10.58,Panera
7/12/2026,$16.43,Anita's New Mexico
7/12/2026,$9.88,Wawa
7/11/2026,$18.42,Anita's New Mexico
7/10/2026,$6.81,Chick-Fil-A
7/10/2026,$32.13,Panera
7/8/2026,$11.66,Chick-Fil-A
7/7/2026,$7.50,Panera
7/6/2026,$3.02,Panera
7/5/2026,$10.55,Costco
7/3/2026,$27.00,Waffle House
7/3/2026,$26.15,Aramark
7/3/2026,$8.41,Bantam Coffee
7/3/2026,$10.55,Costco
7/3/2026,$18.54,Anita's New Mexico
7/2/2026,$11.34,Panera
7/1/2026,$13.43,Château de Chantilly
6/28/2026,$1.59,Costco
6/27/2026,$10.04,Anita's New Mexico
6/27/2026,$44.18,Aslin's
6/26/2026,$3.80,Costco
6/25/2026,$18.42,Anita's New Mexico
6/24/2026,$3.63,Wawa
6/24/2026,$22.96,Potbelly
6/23/2026,$23.04,Chipotle
6/23/2026,$7.63,Mr Wish
6/23/2026,$13.65,Childhood Cafe
6/22/2026,$15.00,Anita's New Mexico
6/22/2026,$15.45,Chicken Salad Chick
6/18/2026,$10.55,Costco
6/17/2026,$15.00,Anita's
6/17/2026,$4.21,Panera
6/17/2026,$3.25,Vending Machine
6/16/2026,$5.73,7-Eleven
6/15/2026,$1.97,McDonald's
6/15/2026,$11.44,Starbucks
6/13/2026,$16.10,Anita's
6/13/2026,$6.81,Chick-Fil-A
6/13/2026,$31.49,Sweeteria
6/13/2026,$12.78,Jirani
6/12/2026,$20.86,Qamaria
6/11/2026,$12.63,Chick-Fil-A
6/11/2026,$22.82,Chipotle
6/9/2026,$14.78,Costco
6/8/2026,$5.85,Panera
6/6/2026,$9.71,Panera
6/6/2026,$16.43,Anita's New Mexico
6/5/2026,$27.50,The Sandwich Shop
6/4/2026,$4.23,Panera
6/3/2026,$5.46,Panera
6/3/2026,$4.23,Panera
6/2/2026,$5.45,Panera
6/2/2026,$10.55,Costco
6/1/2026,$15.59,Bruster's Ice Cream
5/30/2026,$14.51,Chick-Fil-A
5/29/2026,$3.70,Costco
5/29/2026,$17.67,Aslin's
5/27/2026,$11.69,Wawa
5/26/2026,$8.05,7-Eleven
5/25/2026,$8.42,Bruster's Ice Cream
5/25/2026,$39.65,Chick-Fil-A
5/24/2026,$21.82,Roaming Rooster
5/23/2026,$22.99,Aslin's
5/22/2026,$28.27,Pitango Old Town
5/22/2026,$3.63,Wawa
5/21/2026,$9.72,Starbucks
5/20/2026,$31.87,Charred Gourmet Burger
5/20/2026,$15.40,Yu Noodles
5/20/2026,$5.43,Wawa
5/17/2026,$23.27,Anitas
5/17/2026,$51.91,Aslin's
5/17/2026,$3.02,7-Eleven
5/15/2026,$23.08,Château de Chantilly
5/15/2026,$3.51,Panera 
5/14/2026,$3.63,Wawa
5/13/2026,$4.92,Starbucks
5/13/2026,$17.55,Starbucks
5/11/2026,$5.43,Wawa
5/11/2026,$1.59,Costco
5/10/2026,$23.89,Château de Chantilly
5/8/2026,$11.55,The Human Bean
5/6/2026,$10.59,Little Caesars
5/2/2026,$9.01,Wendy's
5/2/2026,$13.75,Taco Bell
5/1/2026,$16.36,Chick-Fil-A
5/1/2026,$15.39,Anita's
4/28/2026,$19.59,Little Caesars
4/27/2026,$3.52,Panera
4/26/2026,$6.55,Starbucks
4/26/2026,$11.95,Panera
4/26/2026,$33.73,District Taco
4/25/2026,$36.73,Château De Chantilly
4/23/2026,$12.02,Dairy Queen
4/23/2026,$1.96,The Human Bean
4/22/2026,$3.03,Wawa
4/21/2026,$17.04,Taco Bell
4/17/2026,$1.65,Costco
4/17/2026,$10.55,Costco
4/12/2026,$5.43,Wawa
4/12/2026,$13.00,Anita's
4/12/2026,$23.05,Darna
4/9/2026,$3.63,Wawa
4/8/2026,$25.63,Chipotle
4/7/2026,$4.22,Costco
4/5/2026,$22.71,Anita's
4/5/2026,$12.14,The Human Bean
4/5/2026,$1.81,Exxon
4/5/2026,$10.59,Little Caesars
4/3/2026,$18.75,Qamaria Yemen Coffee
4/2/2026,$5.94,Wawa
4/2/2026,$10.57,Costco
4/1/2026,$9.44,Wegmans
3/31/2026,$19.01,Sonic
3/29/2026,$21.49,Anita's
3/29/2026,$9.86,7-Eleven
3/27/2026,$7.43,Mr. Wish
3/27/2026,$5.29,Subway
3/26/2026,$15.89,Taco Bell
3/24/2026,$1.60,Lidl
3/24/2026,$8.21,Qamaria Yemen Coffee
3/22/2026,$10.01,Panda Express
3/22/2026,$12.64,Basic Burger
3/21/2026,$13.00,Anitas
3/21/2026,$12.70,Little Caesars
3/20/2026,$9.00,Subway
3/20/2026,$18.86,Chick-Fil-A
3/17/2026,$12.97,Qamaria Yemeni Coffee
3/16/2026,$11.31,7-Eleven
3/13/2026,$30.83,Chipotle
3/11/2026,$7.47,Wendy's
3/10/2026,$4.29,Chick-Fil-A
3/8/2026,$22.53,Kaldis Social House
3/8/2026,$8.20,Taco Bell
3/7/2026,$7.93,Costco
3/5/2026,$6.91,Weird Bros
3/5/2026,$10.59,Little Caesars
3/2/2026,$7.35,Wawa
3/1/2026,$6.71,Detour Coffee
3/1/2026,$4.95,Qamaria Yemen Coffee
3/1/2026,$28.25,Chipotle
2/26/2026,$7.42,Qamaria Yemen Coffee
2/24/2026,$7.72,Panera
2/24/2026,$3.63,Wawa
2/23/2026,$16.37,Subway
2/22/2026,$20.39,Qamaria Yemen Coffee
2/21/2026,$21.73,Taco Bamba
2/21/2026,$7.93,Costco
2/20/2026,$8.47,Qamaria Yemen Coffee
2/18/2026,$21.60,Hyatt
2/18/2026,$8.20,Mr Wish
2/18/2026,$19.91,Subway
2/15/2026,$10.59,Little Caesars
2/15/2026,$1.90,Taco Bell
2/15/2026,$15.00,Starbucks
2/11/2026,$19.34,Qamaria Yemen Coffee
2/8/2026,$11.45,Anita's New Mexico
2/8/2026,$21.95,Paris Baguette
2/7/2026,$11.65,Little Caesars
2/7/2026,$8.20,Mr Wish
2/6/2026,$15.71,Anita's New Mexico
2/6/2026,$20.00,Popeye's
2/6/2026,$5.29,Little Caesars
2/5/2026,$7.93,Costco
2/4/2026,$5.25,The Human Bean
2/1/2026,$7.72,Domino's
1/28/2026,$26.34,Anita's New Mexico
1/24/2026,$22.00,Audacious Aleworks
1/24/2026,$15.13,Northside Social
1/24/2026,$22.92,Anita's
1/20/2026,$1.69,Taco Bell
1/18/2026,$13.00,Anita's
1/18/2026,$24.48,Darna
1/17/2026,$21.12,Burger Shack
1/16/2026,$12.09,The Human Bean
1/15/2026,$3.63,Wawa
1/15/2026,$10.70,Taco Bell
1/15/2026,$10.70,Taco Bell
1/13/2026,$7.80,Bruster's Ice Cream
1/11/2026,$7.93,Costco
1/10/2026,$5.78,The Human Bean
1/8/2026,$17.26,Wonder
1/4/2026,$8.15,Costco
1/3/2026,$12.42,Mr Wish
8/4/2026,$2.20,Taco Bell
12/30/2025,$10.58,Little Ceasars
12/23/2025,$7.25,Wawa
12/21/2025,$15.46,Virginia Kitchen
12/15/2025,$15.89,Taco Bell
12/14/2025,$16.91,Bon Me Shack
12/14/2025,$13.04,Chipotle
12/13/2025,$7.00,Wintermarkt
12/13/2025,$24.57,ANITAS
12/13/2025,$11.71,The Human Bean
12/7/2025,$44.64,Pisco y Nazca
12/7/2025,$15.36,Weird Bros
12/6/2025,$7.93,Regal
12/6/2025,$28.71,Popeyes
12/5/2025,$11.78,Wawa
12/5/2025,$6.35,Little Ceasers
12/3/2025,$8.86,Wawa
12/1/2025,$11.82,The Human Bean
11/28/2025,$47.00,Virginia Kitchen
11/26/2025,$30.00,WooBois
11/25/2025,$8.40,Taco Bell
11/23/2025,$12.70,Little Ceasars
11/22/2025,$7.68,Dunkin
11/21/2025,$6.78,The Human Bean
11/21/2025,$7.93,Regal
11/20/2025,$2.90,Taco Bell
11/16/2025,$3.02,7-Eleven
11/16/2025,$11.54,Subway
11/15/2025,$7.25,Wawa
11/13/2025,$6.04,The Human Bean
11/11/2025,$6.25,The Human Bean
11/9/2025,$3.63,Wawa
11/8/2025,$21.59,Jinya Ramen
11/7/2025,$6.04,The Human Bean
11/7/2025,$11.69,Panera
11/7/2025,$5.49,Taco Bell
11/7/2025,$18.61,Commonwealth Brewing
11/2/2025,$26.13,Henway Hard Cider
11/2/2025,$6.89,Dirt Farm Brewing
11/2/2025,$8.32,Bear Chase
10/29/2025,$19.59,Little Caesars
10/25/2025,$6.04,The Human Bean
10/25/2025,$23.06,Little Washington Wine
10/24/2025,$14.39,AMC
10/24/2025,$20.52,Panera
10/24/2025,$5.78,The Human Bean
10/22/2025,$40.32,Bento House
10/22/2025,$10.50,Human Bean
10/18/2025,$5.50,Vending
10/18/2025,$7.14,King's Dominion
10/18/2025,$4.38,Taco Bell
10/17/2025,$10.23,Panera
10/17/2025,$4.00,Petsmart
10/15/2025,$17.04,AMC
10/14/2025,$1.89,Weird Bros
10/13/2025,$19.39,Yu Noodles
10/12/2025,$30.43,Pizza Twist
10/11/2025,$22.76,Taco Bell
10/1/2025,$10.82,The Human Bean
9/28/2025,$6.61,Dairy Queen
9/28/2025,$59.67,Yu Noodles
9/27/2025,$15.87,Potbelly
9/27/2025,$6.20,Tatte Bakery
9/25/2025,$5.60,Taco Bell
9/25/2025,$10.16,Wendy's
9/23/2025,$7.41,Weird Bros
9/22/2025,$2.62,Wawa
9/21/2025,$11.44,De Clieu
9/20/2025,$11.60,Izzi
9/19/2025,$16.64,Taco Bell
9/14/2025,$10.50,The Human Bean
9/14/2025,$8.98,ANITAS
9/13/2025,$14.43,OH K-Dog
9/12/2025,$9.11,Taco Bell
